smiles,pert_iname,broad_id,activity_model_0,activity_model_1,activity_model_2,activity_model_3,activity_model_4,activity_model_5,activity_model_6,activity_model_7,activity_model_8,activity_model_9
COC(=O)C(N)CS,mecysteine hydrochloride,BRD-A77473570-003-04-2,0.38906989,0.5540301,0.61808294,0.55561775,0.7410527,0.5445606,0.6366436,0.7913895,0.5836527,0.74470633
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H](C2C)C1(C)O,dirithromycin,BRD-A77786295-001-02-9,0.987242,0.9533869,0.9862229,0.95184684,0.99373394,0.9477459,0.96786135,0.9709485,0.9156628,0.9841412
C[C@H]1OC(OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)C(C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,nystatin,BRD-A78080706-001-04-5,0.41337007,0.54382974,0.5752047,0.9461309,0.89270264,0.89410734,0.7631494,0.2965167,0.42965156,0.9472869
CCOC(=O)C1=C(C)N(CC#C)C(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC,MRS-1845,BRD-A78093359-001-06-3,0.29655585,0.16893502,0.29355797,0.14701766,0.07627618,0.3837727,0.22007063,0.11488071,0.21243641,0.48793423
CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl,AGM-1470,BRD-A78111609-001-01-2,0.122929804,0.66478586,0.096243165,0.20220792,0.12347731,0.36074826,0.41425708,0.16995496,0.21316442,0.28176337
CCOC(=O)NNc1ccc(nn1)N(CC)C[C@@H](C)O,cadralazine,BRD-A78134170-001-01-3,0.0022767435,0.019548766,0.024650218,0.003840719,0.0275238,0.03539668,0.002933353,0.014637462,0.0022632722,0.03519758
NC1=NC(=O)N2C[C@@H]12,imexon,BRD-A78195072-001-02-1,0.17415617,0.1007499,0.30143866,0.18466376,0.17970744,0.3479327,0.17799208,0.3597789,0.094362706,0.39641377
CCOc1cc(ccc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)C(C)(C)C,rg-7112,BRD-A78210457-001-01-5,0.49109,0.5295916,0.41819054,0.4430695,0.59916204,0.4470955,0.16914724,0.15888223,0.078820124,0.45290345
CO[C@@H](C)C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,metazosin,BRD-A78277353-001-01-9,0.22266185,0.24223219,0.4767132,0.0772683,0.15243588,0.3702091,0.06378007,0.11439954,0.21786138,0.44592237
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,dobutamine,BRD-A78322124-003-14-0,0.23966695,0.25809345,0.2297727,0.16229123,0.19628413,0.24833179,0.2390054,0.13876879,0.29395038,0.25750667
CNC(=O)c1cnn(c1)-c1nc(N)c2ncn([C@@H]3O[C@H](CO)C(O)C3O)c2n1,regadenoson,BRD-A78341343-001-01-6,0.8634244,0.85894156,0.7764885,0.2599262,0.58193135,0.70005864,0.44242004,0.6726728,0.54982895,0.86822325
CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1cccc(O)c1,monastrol,BRD-A78377521-001-05-5,0.189287,0.35735157,0.16389357,0.20434871,0.2499196,0.41299683,0.4471711,0.43155712,0.15671575,0.45511585
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O,prednisolone-hemisuccinate,BRD-A78391468-001-02-8,0.000999645,0.0072521144,0.00475261,0.0016656728,0.005722968,0.027655719,0.0006202846,0.0008953499,0.0019342417,0.058202233
C[C@@H](O)CN(CCN(C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O,editol,BRD-A78588743-001-03-4,0.034116436,0.09895541,0.10048583,0.08744787,0.17308651,0.14266884,0.1652848,0.1878536,0.03385113,0.19079113
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,cefotetan,BRD-A78723049-001-01-2,0.9209797,0.9963133,0.97539604,0.99579793,0.80842304,0.9371462,0.9800545,0.9952317,0.9819,0.95911527
CN1CCOC(c2ccccc2)c2ccccc2C1,nefopam,BRD-A78877355-001-03-0,0.07958729,0.0270095,0.051256053,0.022950083,0.016444366,0.14062166,0.041851107,0.07092208,0.014900588,0.07294071
COc1ccc(CC(=O)N[C@@H](N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC,A740003,BRD-A78952587-001-01-5,0.1844448,0.123193614,0.13783829,0.0759444,0.08030373,0.06246204,0.112368934,0.23179866,0.06581298,0.093574785
COc1cc(C)c2c(Oc3cccc(c3)C(F)(F)F)c(OC)cc(N[C@@H](C)CCCN)c2n1,tafenoquine,BRD-A78965079-036-01-8,0.41160735,0.25514832,0.107466586,0.48344153,0.07431369,0.6393566,0.5844256,0.64840394,0.49284747,0.4042785
C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O,betamethasone sodium phosphate,BRD-A79380603-304-02-4,0.83571607,0.9941673,0.99974805,0.98300594,0.9999168,0.99939847,0.24633172,0.9958696,0.9994067,0.9925296
Nc1nccc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3-deazaadenosine,BRD-A79431551-001-01-1,0.5285719,0.6811246,0.6878693,0.20735024,0.29651734,0.6538281,0.16198905,0.186192,0.31338853,0.7732709
Cn1cc([S@@](C)=O)c(=O)c2ccc(F)cc12,flosequinan,BRD-A79643124-001-01-9,0.61805207,0.8295808,0.7930013,0.8436931,0.8192436,0.8556374,0.79885036,0.7454584,0.79516083,0.78782845
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,tropicamide,BRD-A79672927-001-18-1,0.005826906,0.0060724085,0.00390927,0.01134953,0.002582208,0.031420283,0.0019651637,0.004431339,0.0034361393,0.031944055
C[C@@H](ONC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)Nc1ccc(Cl)cc1,CCG-1423,BRD-A79726147-001-01-5,0.44336328,0.41084963,0.68336105,0.45467493,0.45465064,0.40937582,0.33635464,0.5699658,0.6408449,0.46775463
COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,sirolimus,BRD-A79768653-001-12-0,0.9572102,0.99332917,0.99678826,0.98899746,0.9825617,0.99724007,0.99516064,0.9893574,0.9420423,0.99047685
NCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,norfluoxetine,BRD-A79769222-001-01-3,0.41833127,0.3865495,0.5654732,0.42785853,0.62463146,0.67651266,0.4718395,0.56834763,0.4319519,0.5587149
CC12CC3CC(C)(C1)CC(N)(C3)C2,memantine hcl,BRD-A79803969-003-16-1,0.115067214,0.072250284,0.112514,0.070881724,0.04691223,0.14671752,0.14716642,0.110701814,0.092716515,0.16847397
ClC(Cl)(Cl)SN1C(=O)[C@H]2CC=CC[C@@H]2C1=O,captan,BRD-A79857384-001-03-6,0.4342042,0.37780887,0.68247676,0.40944475,0.57546043,0.54731756,0.37692264,0.35394433,0.4308585,0.62063056
FC=1C(=O)NC(=O)N(C=1)[C@@H]2OCCC2,tegafur,BRD-A79903587-001-22-9,0.87562567,0.94352466,0.936178,0.8889926,0.93931586,0.8357345,0.97087574,0.95819,0.85396373,0.85059613
COc1ccc(OC)c(c1)[C@@H](O)CNC(=O)CN,midodrine,BRD-A79981887-001-17-9,0.021687986,0.019097704,0.10111391,0.031265233,0.023131909,0.07440688,0.04671559,0.09177369,0.013951243,0.044311572
NS(=O)(=O)c1cc2c(N[C@@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,bendroflumethiazide,BRD-A80017228-001-24-0,0.41505077,0.33310166,0.6472876,0.6839291,0.7033821,0.62156934,0.6992461,0.63042253,0.43389526,0.59416384
CC(C)[C@H]1Oc2c(cccc2N(CC(O)=O)C1=S)C(C)C,AD-5467,BRD-A80280426-001-02-0,0.090852395,0.12403744,0.1952552,0.24025938,0.22610545,0.5341234,0.32382387,0.24090013,0.14067207,0.48268634
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3Cn4cnc[n+]4C3)=C(N2C1=O)C(O)=O,biapenem,BRD-A80321291-001-01-6,0.65250397,0.6803828,0.9642027,0.77704275,0.1939099,0.20827615,0.60569113,0.35149202,0.31459168,0.13588725
N[C@@H](C(O)=O)c1ccc(C(O)=O)c(O)c1,4-carboxy-3-hydroxyphenylglycine-(RS),BRD-A80383043-001-03-3,0.35829055,0.42837518,0.4110698,0.4773677,0.50477725,0.5317641,0.49863273,0.5413574,0.36169603,0.52953243
C[C@@H](C(=O)Nc1cc(ccc1CCCC(O)=O)C#N)c1ccc(F)c2ccccc12,ONO-AE3-208,BRD-A80567330-001-01-7,0.022456342,0.097459614,0.034165487,0.09541649,0.025404641,0.06300517,0.07846013,0.041000556,0.096561,0.16061258
CC[C@@]1(O)C[C@@H](O[C@H]2C[C@@H]([C@@H](O[C@H]3C[C@@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@@H](C)O3)[C@@H](C)O2)N(C)C)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@@H]1C(=O)OC,aclarubicin,BRD-A80805100-001-01-9,0.91154164,0.9573641,0.8678629,0.92071384,0.7050504,0.9140747,0.9667264,0.9622711,0.7054763,0.9499447
C[C@@H](N)Cc1ccc(O)cc1,hydroxyamphetamine,BRD-A80871782-001-07-9,0.15261306,0.2278015,0.25520092,0.18254626,0.19985175,0.3025886,0.18317072,0.22787556,0.15502022,0.30769473
Clc1ccc(cc1)[C@@H](OCCN1CCCCC1)c1ccccc1,cloperastine,BRD-A80908310-001-17-9,0.089636266,0.057750758,0.021791762,0.1564811,0.01885926,0.055283017,0.07565285,0.021843538,0.030985227,0.059981875
CC(C(O)=O)c1cccc(Oc2ccccc2)c1,fenoprofen,BRD-A81129465-001-03-8,0.022976657,0.027834635,0.03686791,0.01778443,0.02568614,0.15415315,0.04538399,0.030378805,0.014780422,0.12397798
CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(CC1)c1ccccc1)S(=O)(=O)c1cccc2cnccc12,KN-62,BRD-A81177136-001-12-7,0.028373802,0.015376701,0.014765375,0.0038268294,0.012039496,0.087303445,0.04244854,0.026923584,0.09615203,0.24156518
C[N+]1(C)CC[C@@H](C1)OC(=O)[C@@](O)(C1CCCC1)c1ccccc1,glycopyrrolate,BRD-A81233518-004-16-1,0.0027353338,0.0005502276,0.0004868662,0.000669831,0.0016939031,0.015921962,0.00048028375,0.00047010733,0.0002851553,0.019399501
CC(C)CCN1[C@@H](C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12,BI-D1870,BRD-A81370665-001-03-6,0.72481894,0.71255445,0.6438621,0.88169396,0.86455905,0.69276863,0.7251055,0.6934105,0.7215713,0.762868
OC(=O)C[C@@H](NC(=O)CP(O)(O)=O)C(O)=O,sparfosate,BRD-A81539525-433-01-5,0.25710273,0.41793075,0.38176018,0.44150457,0.35909808,0.36205354,0.19147407,0.5704462,0.5147005,0.63110363
Fc1ccc(C2=NO[C@@H](CC(=O)N3CCOCC3)C2)c(F)c1,CPSI-1306-(+/-),BRD-A81603255-001-01-0,0.5232891,0.2507252,0.4480109,0.35296342,0.82037985,0.81758386,0.5932097,0.6370531,0.3516221,0.72707856
Cc1ccc(cc1C)N1CCN(CC[C@H]2NC(=O)c3ccccc23)CC1,PD-168568,BRD-A82013137-300-01-1,0.113548845,0.06286041,0.040073026,0.027967982,0.058561906,0.26796418,0.06806882,0.031345163,0.09319867,0.17619805
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc23)c(C)c1,tolvaptan,BRD-A82035391-001-02-7,0.29552513,0.008688704,0.018227212,0.008844737,0.011063372,0.027831417,0.05615644,0.0035894983,0.017580118,0.07195807
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,miconazole nitrate,BRD-A82396632-008-29-0,0.19973144,0.24927327,0.35006362,0.5069486,0.0022374103,0.27539903,0.25411758,0.3027351,0.045055192,0.30706134
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12,tibolone,BRD-A82522119-001-01-7,0.12423651,0.12200301,0.42363486,0.25953755,0.1138839,0.28998855,0.13210651,0.112303935,0.14930686,0.3345361
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,alpha-tochopherol,BRD-A82892199-001-04-1,0.7450068,0.25630236,0.22561654,0.28316018,0.13911194,0.34051648,0.103312634,0.8723086,0.14115137,0.7239367
CC(=O)Oc1cc2CN(CCc2s1)[C@@H](C(=O)C1CC1)c1ccccc1F,prasugrel,BRD-A83029242-001-05-3,0.124438345,0.28422007,0.19179848,0.21124324,0.19268933,0.5771476,0.35347655,0.16328211,0.7722704,0.5200352
CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O,heparin (sodium salt),BRD-A83644949-236-01-6,0.39717227,0.6840221,0.36958614,0.5428055,0.4220332,0.7216645,0.97562337,0.56033134,0.24825509,0.6578552
CS(=O)(=O)Nc1c(O)ccc2[C@@H](CCCc12)C1=NCCN1,A61603,BRD-A83650191-004-02-8,0.1290271,0.56656665,0.28537118,0.36942235,0.19107677,0.16477755,0.32048368,0.48051775,0.4336594,0.6168444
Fc1ccc(NC(=O)N2CCc3ccccc3[C@@H]2c2ccc(cc2)C(F)(F)F)cc1,TC-I-2000,BRD-A83792282-001-01-6,0.2529659,0.3311835,0.464061,0.19929986,0.42862436,0.1947897,0.27266777,0.36338162,0.31347018,0.18842696
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O,dexamethasone sodium phosphate,BRD-A83802939-304-04-2,0.911406,0.9985367,0.9999404,0.9939614,0.99998534,0.99983025,0.57945895,0.99851054,0.9997657,0.997959
CC[C@]1(NC(=O)N(C)C1=O)c1ccccc1,mephenytoin,BRD-A83937277-001-10-5,0.027011871,0.020421399,0.0070163785,0.011891047,0.0060124975,0.048484158,0.016418371,0.028159086,0.008707111,0.0543055
C[C@H]1CS(=O)(=O)CCN1\N=C\c1ccc(o1)[N+]([O-])=O,nifurtimox,BRD-A84020532-001-08-9,0.9878275,0.98476195,0.9987207,0.9903425,0.9903605,0.9763165,0.98080814,0.9885344,0.9897456,0.98526615
CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,meloxicam,BRD-A84174393-001-34-3,0.32981846,0.4910757,0.59642535,0.517985,0.3683045,0.2681653,0.48594195,0.29496032,0.1369008,0.36128953
FC(F)(F)Oc1ccc(CNC(=O)[C@H]2N(C3CCOCC3)C(=O)c3ccccc23)cc1,NAV-26,BRD-A84202322-001-01-7,0.3477592,0.5376631,0.59954226,0.59495765,0.8544078,0.4949409,0.50954235,0.8460292,0.49077252,0.48183596
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1cc(C)cc(C)c1,"tropanyl-3,5-dimethylbenzoate",BRD-A84389633-001-05-7,0.07842924,0.07455099,0.07795676,0.030184295,0.015606273,0.15323775,0.055093393,0.033161703,0.07049016,0.14977731
COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccccc1[N+]([O-])=O)C(=O)OCC(C)C,nisoldipine,BRD-A84465106-001-03-8,0.72690046,0.78713024,0.46996668,0.47106433,0.4772626,0.7561525,0.5965539,0.55784017,0.19470496,0.5464792
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,thioridazine,BRD-A84481105-003-31-3,0.16184406,0.10767652,0.19002491,0.117903344,0.07530488,0.07268196,0.057384282,0.033761706,0.05717683,0.060068876
COc1ccc(cc1)-c1nc2cc(ccc2[nH]1)C1=NNC(=O)CC1C,pimobendan,BRD-A84575140-001-02-4,0.83643866,0.83548844,0.8149882,0.8387041,0.6009148,0.83120817,0.52562535,0.83009934,0.81387025,0.629371
COC(=O)C1=C(NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C)C#N,nilvadipine,BRD-A84687895-001-03-2,0.7060861,0.77705556,0.4192652,0.6554941,0.6705967,0.49436042,0.5233352,0.51432884,0.58026564,0.66573423
CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C,ginsenoside-RD,BRD-A84810646-001-01-6,0.49461097,0.60955465,0.774926,0.14915195,0.5840467,0.54786426,0.43149003,0.18727443,0.04749878,0.50277627
OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2[C@@H]5\C(=C/N([C@@H]31)c1ccccc41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C/CO)c1ccccc21,alcuronium,BRD-A84907376-300-03-8,0.18077536,0.11160898,0.4159314,0.34118694,0.2522197,0.24247026,0.44042668,0.12450402,0.026282696,0.6657986
OC[C@H](O)[C@H]1OC(=O)C(=O)[C@@H]1O,ascorbic-acid,BRD-A85242401-001-05-7,0.2055582,0.15825231,0.12406828,0.048983216,0.15263917,0.28622392,0.06451004,0.17711921,0.07224751,0.44078994
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)cc1,atosiban,BRD-A85261566-001-01-7,0.17523308,0.379102,0.17852435,0.45898384,0.9658948,0.42155418,0.098699436,0.52395415,0.18106009,0.4423101
C[C@@H](S)C(=O)NCC(O)=O,tiopronin,BRD-A85295731-001-02-3,0.13748665,0.18529615,0.3007005,0.2469673,0.3661406,0.30078146,0.34351295,0.29127568,0.27967125,0.38767818
S=C(NC1CCCCC1)N1CCC(CC1)[C@H]1C=NC=N1,thioperamide,BRD-A85424553-001-07-9,0.038350698,0.074103005,0.104613945,0.026830284,0.09175594,0.19921513,0.086871184,0.041064378,0.14678553,0.18005034
CS(=O)(=O)c1ccc(Cn2c3[C@@H](CC(O)=O)CCCc3c3cc(F)cc(F)c23)cc1,L-670596,BRD-A85472596-001-02-2,0.056406174,0.24075596,0.1516566,0.37900072,0.3779517,0.64484656,0.2473514,0.52455586,0.53611135,0.85410833
C[C@@H](C(=O)Nc1cc(C)ccn1)c1cccc(c1)C(=O)c1ccccc1,piketoprofen,BRD-A85548292-001-01-8,0.7743083,0.79083437,0.70359045,0.79410565,0.5852532,0.6491137,0.7826349,0.61710644,0.60558194,0.43481466
CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1,mdl 72222,BRD-A85587465-001-03-3,0.045021392,0.0757218,0.09442347,0.045735568,0.03484404,0.12857984,0.08931078,0.02866165,0.09448954,0.14345261
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,clopamide,BRD-A85651701-001-19-7,0.32313108,0.13350527,0.39757118,0.42461538,0.40077987,0.40145808,0.41681638,0.19639412,0.2689002,0.4181326
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,fulvestrant,BRD-A85667082-001-10-1,0.026341228,0.29692742,0.08309317,0.6230053,0.28296584,0.19645454,0.33936173,0.45794645,0.041994806,0.5465432
CCN(CC)CCCC[C@@H](NC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1,nibentan,BRD-A85876464-001-01-5,0.053593773,0.07076765,0.3129916,0.2216803,0.120514095,0.34427926,0.24489112,0.24832758,0.09949369,0.4141365
C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,flurbiprofen-(+/-),BRD-A86044036-001-26-5,0.031351242,0.018923303,0.06323172,0.029716333,0.08652045,0.220172,0.09660564,0.09181702,0.11351845,0.1251494
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,"4,6-diamino-3-hydroxy-2-(pentofuranosyloxy)cyclohexyl 2,6-diamino-2,6-dideoxyhexopyranoside",BRD-A86073102-001-01-6,0.3892778,0.2804403,0.5855283,0.70078325,0.7440008,0.39516884,0.6349819,0.63035434,0.75994,0.73300797
C1C2CNCC1c1cc3nccnc3cc21,varenicline tartrate,BRD-A86216746-046-02-6,0.482151,0.3502559,0.46577734,0.401636,0.34932542,0.35390174,0.34183893,0.36623037,0.3766056,0.37851384
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CC[C@@H](O)NC1=O,tetrahydrouridine,BRD-A86248581-001-01-4,0.5475021,0.2433213,0.23912291,0.112154,0.20807023,0.41001594,0.221494,0.21599624,0.1782938,0.5138805
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,ractopamine hcl,BRD-A86414188-003-01-5,0.119412474,0.19741526,0.04777526,0.10372169,0.026007432,0.08843395,0.072243355,0.093450524,0.13224344,0.120652646
CN(C)CCOc1cc(ccc1NC(=O)[C@H]1COc2ccccc2O1)-c1cn[nH]c1,SR-3677,BRD-A86468475-300-01-3,0.05052887,0.036537796,0.13009477,0.1081103,0.0027027219,0.035974856,0.08272221,0.04055947,0.14345749,0.11535347
CCOc1ccc(cc1)-n1c(nc2ncccc2c1=O)[C@@H](C)N(Cc1cccnc1)C(=O)Cc1ccc(F)c(c1)C(F)(F)F,NBI-74330-(+/-),BRD-A86523169-001-01-0,0.05835396,0.05455233,0.071633965,0.026881292,0.020916792,0.10387475,0.040448446,0.06774804,0.060144953,0.1683546
N[C@@H](C(O)=O)c1ccc(O)cc1,2-amino-2-(4-hydroxyphenyl)acetic acid,BRD-A86525947-001-02-9,0.34657338,0.59451306,0.5346156,0.5476099,0.5965346,0.5438028,0.49679634,0.6476711,0.439082,0.4890273
CC(C)C(=O)O[C@@H](C)OC(=O)NCC1(CC(O)=O)CCCCC1,gabapentin-enacarbil,BRD-A86665761-001-01-1,0.00017893786,0.0013014872,0.0009229493,0.00036699726,0.00016287922,0.017543452,0.0017975562,0.0012877991,0.0007135604,0.010679481
C[C@@H](CNC(=O)c1cccnc1)NC(=O)c1cccnc1,nicaraven,BRD-A86871940-001-01-9,0.010231773,0.006376461,0.026259732,0.008026138,0.0064375596,0.044580657,0.020748103,0.007013907,0.008278125,0.035026323
Cc1cc(sc1[C@@H](N)C(O)=O)C(O)=O,3-MATIDA,BRD-A87125127-001-02-2,0.13139568,0.13641724,0.26016736,0.2835014,0.3422981,0.515365,0.3521763,0.14154229,0.18272051,0.40294296
C[C@@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,masoprocol,BRD-A87130939-001-07-9,0.59663135,0.6279598,0.6908108,0.6142603,0.5589929,0.53317016,0.68524605,0.47763294,0.5570648,0.6601394
NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc12,tenidap,BRD-A87479750-001-02-7,0.34636322,0.2336457,0.32492697,0.11219823,0.13949662,0.32965323,0.16542442,0.06797778,0.10136858,0.4654506
CC(C)(C)NC[C@@H](O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,nadolol,BRD-A87606379-001-22-4,0.005912263,0.022409609,0.019330043,0.00707179,0.018232223,0.077795535,0.02209366,0.018634371,0.0013592938,0.08770992
CCOC(=O)CC(=O)N1CCS[C@@H]1COc1ccccc1OC,moguisteine,BRD-A87673115-001-04-1,0.0034815497,0.0012492696,0.00530951,0.0011377886,0.0017574932,0.023125371,0.0010346062,0.0016386205,0.0020034525,0.02648353
CC(C)NCC(O)c1ccc2ccccc2c1,pronethalol hydrochloride,BRD-A87715314-003-14-4,0.10349758,0.01988478,0.025282588,0.05929462,0.03610722,0.050285276,0.10029366,0.019455228,0.036670323,0.084962524
OC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,benzotript,BRD-A87983072-001-01-1,0.13999435,0.10403705,0.2539816,0.19509779,0.10210596,0.14602247,0.21051767,0.1243634,0.19291764,0.26012802
C[C@@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O,equilin,BRD-A88080608-001-04-2,0.8740103,0.93628216,0.5161842,0.7383851,0.63071257,0.67283785,0.8767423,0.6434529,0.71199054,0.82493067
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl,halcinonide,BRD-A88138582-001-04-8,0.18193342,0.26335168,0.23022695,0.024297003,0.08710699,0.25626382,0.09486408,0.011465208,0.05186859,0.24411203
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,albuterol,BRD-A88254928-001-07-9,0.21133035,0.0897904,0.22367923,0.10216786,0.015026762,0.16814615,0.09985413,0.12778862,0.017873323,0.21589617
Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O,trelagliptin,BRD-A88369366-001-01-7,0.083125584,0.2567367,0.14311998,0.09568311,0.049355675,0.11204141,0.12787151,0.09815645,0.09958171,0.26155812
CC(C)CC(NC(=O)C(Cc1ccc(NC(N)=O)cc1)NC(=O)C(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)NC(=O)C(CO)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,degarelix,BRD-A88562598-001-01-7,0.70945156,0.39687395,0.01790629,0.23700795,0.0034703456,0.067545906,0.23946829,0.014415299,0.23584302,0.61892766
Cc1nc2cccc(N)c2c(=O)n1[C@H]1CCC(=O)NC1=O,avadomide,BRD-A88644406-001-02-9,0.23759739,0.22256362,0.20483084,0.46741942,0.042169984,0.39349118,0.3815208,0.067590594,0.08513616,0.40000877
CCOc1ccc(NC(=O)C[C@@H](C)O)cc1,bucetin,BRD-A88684804-001-04-3,0.48333913,0.58785003,0.56858003,0.5987673,0.54552823,0.48472366,0.6035186,0.598691,0.53046983,0.50785357
